"url","collect"
"ftp://ftp.valvulasthermovalve.cl/cva19491","1671408000"
"http://0nline-sec8eb-oa.duckdns.org/%cf%85%d1%95%d0%b5%d0%b3%d4%81%d0%b5%d1%95%ce%ba88/login/login","1671408000"
"http://1.0.215.162:41450/i","1671408000"
"http://1.0.215.162:41450/mozi.a","1671408000"
"http://1.0.215.162:41450/mozi.m","1671408000"
"http://1.0.218.230:52617/bin.sh","1671408000"
"http://1.0.218.230:52617/i","1671408000"
"http://1.0.218.230:52617/mozi.m","1671408000"
"http://1.14.198.89:44477/ie9compatviewlist.xml","1671408000"
"http://1.22.236.131:43819/mozi.m","1671408000"
"http://1.24.135.201:38323/mozi.m","1671408000"
"http://1.246.222.16:3923/mozi.a","1671408000"
"http://1.246.222.234:2945/mozi.a","1671408000"
"http://1.246.222.56:2488/mozi.m","1671408000"
"http://1.246.222.57:1877/mozi.a","1671408000"
"http://1.246.222.57:1877/mozi.m","1671408000"
"http://1.246.222.93:3236/mozi.a","1671408000"
"http://1.246.223.121:3838/mozi.a","1671408000"
"http://1.246.223.18:1988/setup.cgi/?next_file=netgear.cfg&todo=syscmd&cmd=rm%20-rf%20%2Ftmp","1671408000"
"http://1.246.223.29:3510/mozi.a","1671408000"
"http://1.246.223.29:3510/mozi.m","1671408000"
"http://1.246.223.50:1466/mozi.a","1671408000"
"http://1.246.223.50:1466/mozi.m","1671408000"
"http://1.54.44.144:54271/mozi.m","1671408000"
"http://1.58.10.133:35583/mozi.m","1671408000"
"http://1.69.0.198:40200/mozi.m","1671408000"
"http://1.69.2.234:27451/.i","1671408000"
"http://1.69.47.246:27550/.i","1671408000"
"http://1.69.47.246:38259/i","1671408000"
"http://1.69.47.246:38259/mozi.a","1671408000"
"http://1.69.58.10:54512/bin.sh","1671408000"
"http://1.69.58.10:54512/i","1671408000"
"http://1.69.63.180:56723/bin.sh","1671408000"
"http://1.69.63.180:56723/i","1671408000"
"http://1.70.102.154:51853/.i","1671408000"
"http://1.70.11.190:32953/mozi.m","1671408000"
"http://1.70.135.194:2536/.i","1671408000"
"http://1.70.137.205:1584/.i","1671408000"
"http://1.70.14.83:30244/.i","1671408000"
"http://1.70.172.52:36043/bin.sh","1671408000"
"http://1.70.172.52:36043/mozi.a","1671408000"
"http://1.70.9.136:13894/.i","1671408000"
"http://100.12.189.81:43781/.i","1671408000"
"http://100029634807.ml/mobile-facebook-verification_files/css","1671408000"
"http://100029634807.ml/mobile-facebook-verification_files/css/paymennt1.php","1671408000"
"http://100029634819.ml/mobile-facebook-verification_files/css","1671408000"
"http://100029634819.ml/mobile-facebook-verification_files/css/paymennt.php","1671408000"
"http://100029634819.ml/mobile-facebook-verification_files/css/paymennt1.php","1671408000"
"http://101.108.128.246:50231/mozi.m","1671408000"
"http://101.34.79.61/server.exe","1671408000"
"http://101.58.80.116:61333/.i","1671408000"
"http://101.58.82.180:12184/.i","1671408000"
"http://101.65.128.232:39270/mozi.m","1671408000"
"http://103.107.60.133:42372/mozi.m","1671408000"
"http://103.117.124.108:40585/mozi.m","1671408000"
"http://103.120.133.155:56393/i","1671408000"
"http://103.120.133.155:56393/mozi.m","1671408000"
"http://103.120.133.239:36382/mozi.m","1671408000"
"http://103.126.255.34:18481/.i","1671408000"
"http://103.133.107.162/googledrive/audiodg.exe","1671408000"
"http://103.133.107.162/msncloud/audiodg.exe","1671408000"
"http://103.136.82.50:54389/mozi.m","1671408000"
"http://103.139.225.160:52778/mozi.a","1671408000"
"http://103.14.111.110/alakim.exe","1671408000"
"http://103.14.111.110/neojik.exe","1671408000"
"http://103.156.49.13:30424/.i","1671408000"
"http://103.171.1.58/sssgrpjwu57.u32","1671408000"
