"url","collect"
"http://0nedriveup.com:2022/push","1686873600"
"http://1.117.57.7:6667/api/x","1686873600"
"http://1.13.158.52/cx","1686873600"
"http://1.13.17.185/updates.rss","1686873600"
"http://1.246.222.110:4614/mozi.a","1686873600"
"http://1.246.222.110:4614/mozi.m","1686873600"
"http://1.246.222.134:3263/mozi.a","1686873600"
"http://1.246.222.134:3263/mozi.m","1686873600"
"http://1.246.222.135:3500/mozi.m","1686873600"
"http://1.246.222.17:3062/mozi.a","1686873600"
"http://1.246.222.17:3062/mozi.m","1686873600"
"http://1.246.222.19:4145/mozi.a","1686873600"
"http://1.246.222.19:4145/mozi.m","1686873600"
"http://1.246.222.232:1712/mozi.a","1686873600"
"http://1.246.222.56:3847/mozi.m","1686873600"
"http://1.246.222.6:1682/mozi.a","1686873600"
"http://1.246.222.6:1682/mozi.m","1686873600"
"http://1.246.222.79:2267/mozi.m","1686873600"
"http://1.246.222.87:3209/mozi.a","1686873600"
"http://1.246.222.87:3209/mozi.m","1686873600"
"http://1.246.222.94:4587/mozi.a","1686873600"
"http://1.246.223.109:1173/mozi.m","1686873600"
"http://1.246.223.121:3789/mozi.a","1686873600"
"http://1.246.223.121:3789/mozi.m","1686873600"
"http://1.246.223.15:1980/mozi.a","1686873600"
"http://1.246.223.15:1980/mozi.m","1686873600"
"http://1.246.223.223:3797/mozi.a","1686873600"
"http://1.246.223.223:3797/mozi.m","1686873600"
"http://1.246.223.240:4184/mozi.a","1686873600"
"http://1.246.223.240:4184/mozi.m","1686873600"
"http://1.246.223.29:3061/mozi.a","1686873600"
"http://1.246.223.29:3061/mozi.m","1686873600"
"http://1.246.223.38:1880/mozi.a","1686873600"
"http://1.246.223.38:1880/mozi.m","1686873600"
"http://1.246.223.91:4442/mozi.a","1686873600"
"http://1.246.223.91:4442/mozi.m","1686873600"
"http://1.246.223.94:3908/mozi.a","1686873600"
"http://1.41.113.39:16579/.i","1686873600"
"http://1.70.14.248:10018/.i","1686873600"
"http://10.0.52.175/dpixel","1686873600"
"http://100.2.73.74:46053/.i","1686873600"
"http://101.33.210.57/ca","1686873600"
"http://101.34.222.38/load","1686873600"
"http://101.34.36.115/dot.gif","1686873600"
"http://101.35.196.8/api/getit","1686873600"
"http://101.35.21.201/dpixel","1686873600"
"http://101.35.47.93/g.pixel","1686873600"
"http://101.37.88.59/cx","1686873600"
"http://101.37.91.138/www/handle/doc","1686873600"
"http://101.42.118.221/j.ad","1686873600"
"http://101.42.37.235:9999/pixel.gif","1686873600"
"http://101.43.154.138/visit.js","1686873600"
"http://101.43.183.39/match","1686873600"
"http://101.58.57.149:50509/.i","1686873600"
"http://101.99.93.178/an7jd0qo6kt5bk5bq4er8fe1xp7hl2vk/freebl3.dll","1686873600"
"http://101.99.93.178/an7jd0qo6kt5bk5bq4er8fe1xp7hl2vk/nss3.dll","1686873600"
"http://101.99.93.178/an7jd0qo6kt5bk5bq4er8fe1xp7hl2vk/sqlite3.dll","1686873600"
"http://101.99.93.178/an7jd0qo6kt5bk5bq4er8fe1xp7hl2vk/vcruntime140.dll","1686873600"
"http://102.182.208.177:52198/i","1686873600"
"http://102.182.208.177:52198/mozi.m","1686873600"
"http://102.182.208.177:55546/bin.sh","1686873600"
"http://102.182.208.177:55546/i","1686873600"
"http://103.120.133.155:52788/i","1686873600"
"http://103.120.135.206:60726/mozi.m","1686873600"
"http://103.127.186.236:46004/mozi.m","1686873600"
"http://103.136.82.222:36269/mozi.m","1686873600"
"http://103.139.2.185/dpixel","1686873600"
"http://103.139.255.9:57557/mozi.m","1686873600"
"http://103.14.224.41/12/hkcmd.exe","1686873600"
"http://103.14.224.41/48/hkcmd.exe","1686873600"
"http://103.14.224.41/49/hkcmd.exe","1686873600"
"http://103.144.64.68:10652/mozi.m","1686873600"
"http://103.159.132.91/econ/tz.jpg","1686873600"
"http://103.159.132.91/ee/tz.jpg","1686873600"
"http://103.159.132.91/f/alise_bar","1686873600"
"http://103.159.132.91/f/lt-europ","1686873600"
"http://103.159.132.91/f/lt-media","1686873600"
"http://103.159.132.91/f/lt-office","1686873600"
"http://103.159.132.91/f/lv","1686873600"
"http://103.159.132.91/f/mm_thaie","1686873600"
"http://103.159.132.91/fav/mari_kr","1686873600"
"http://103.159.132.91/fav/mmeimo","1686873600"
"http://103.159.132.91/fav/mmmthu2","1686873600"
"http://103.159.132.91/fav/thaandvn77","1686873600"
"http://103.159.132.91/fav/tra","1686873600"
"http://103.159.132.91/fav/trhatip","1686873600"
"http://103.159.132.91/fav/trteamc","1686873600"
"http://103.159.132.91/fav/vn2074","1686873600"
"http://103.159.132.91/file/ee","1686873600"
"http://103.159.132.91/file/fewfwew","1686873600"
"http://103.159.132.91/file/fuck","1686873600"
"http://103.159.132.91/file/kjqdgfiqdugfz","1686873600"
"http://103.159.132.91/file/lt","1686873600"
"http://103.159.132.91/file/lt2","1686873600"
"http://103.159.132.91/file/lt3","1686873600"
"http://103.159.132.91/file/lt4","1686873600"
"http://103.159.132.91/file/lv","1686873600"
"http://103.159.132.91/file/pl","1686873600"
"http://103.159.132.91/file/th","1686873600"
"http://103.159.132.91/file/tr","1686873600"
"http://103.159.132.91/fuck/tz.jpg","1686873600"
"http://103.159.132.91/kyllike_s/logo.png","1686873600"
"http://103.159.132.91/lt-office/logo.png","1686873600"
"http://103.159.132.91/lt-ttsd/logo.png","1686873600"
"http://103.159.132.91/lt-v-aud/logo.png","1686873600"
"http://103.159.132.91/lt-vale/logo.png","1686873600"
"http://103.159.132.91/lt/tz.jpg","1686873600"
"http://103.159.132.91/lt2/tz.jpg","1686873600"
"http://103.159.132.91/lt3/tz.jpg","1686873600"
"http://103.159.132.91/ltcz/logo.png","1686873600"
"http://103.159.132.91/lturm/logo.png","1686873600"
"http://103.159.132.91/lv/tz.jpg","1686873600"
"http://103.159.132.91/mari_kr/fav.icon","1686873600"
"http://103.159.132.91/marje_l/logo.png","1686873600"
"http://103.159.132.91/mm/logo.png","1686873600"
"http://103.159.132.91/mm_cnc_2/logo.png","1686873600"
"http://103.159.132.91/mm_cnc_7/logo.png","1686873600"
"http://103.159.132.91/mm_langu_20/logo.png","1686873600"
"http://103.159.132.91/mm_sri/logo.png","1686873600"
"http://103.159.132.91/mm_yeyi/logo.png","1686873600"
"http://103.159.132.91/mmeimo/fav.icon","1686873600"
"http://103.159.132.91/test/tz.jpg","1686873600"
"http://103.159.132.91/tha/fav.icon","1686873600"
"http://103.159.132.91/thaandvn77/fav.icon","1686873600"
"http://103.159.132.91/tra/fav.icon","1686873600"
"http://103.159.132.91/trteamc/fav.icon","1686873600"
"http://103.159.132.91/uz-amblatv/fav.icon","1686873600"
"http://103.159.132.91/vn2012/fav.icon","1686873600"
