"domain","collect"
"0.eqtxu.com","1681862400"
"0.gpsyv.com","1681862400"
"0.iqvec.com","1681862400"
"0.mdwyi.com","1681862400"
"0.nhmcy.com","1681862400"
"0.ohmzo.com","1681862400"
"0.ooqpv.com","1681862400"
"0.pciqh.com","1681862400"
"0.psawi.com","1681862400"
"0.qaprm.com","1681862400"
"0.ryqud.com","1681862400"
"0.svhsu.com","1681862400"
"0.tqomz.com","1681862400"
"0.ugrqs.com","1681862400"
"0.vghyo.com","1681862400"
"0.wnmzq.com","1681862400"
"0.wubmh.com","1681862400"
"0.xbvmv.com","1681862400"
"0.xcquy.com","1681862400"
"0.zwmdv.com","1681862400"
"00.gpsyv.com","1681862400"
"00.qxywa.com","1681862400"
"00000.kro.kr","1681862400"
"000006138.com","1681862400"
"0000rrrvvv.duckdns.org","1681862400"
"0003271.win","1681862400"
"000888.ddns.net","1681862400"
"000bebmaster.ddns.net","1681862400"
"000void000.ddns.net","1681862400"
"0011010.1.vg","1681862400"
"0016.site","1681862400"
"001sv.ddns.net","1681862400"
"0022a601.pphost.net","1681862400"
"002sv.ddns.net","1681862400"
"00360vip.com","1681862400"
"00399a4.netsolhost.com","1681862400"
"004.mba","1681862400"
"00445.bid","1681862400"
"0055game.com","1681862400"
"007.ddns.net","1681862400"
"0075544.info","1681862400"
"00aa8b953d76040d.azureedge.net","1681862400"
"00i.ddns.net","1681862400"
"00sax0asfd00ddd.loseyourip.com","1681862400"
"00y.sbdgb.com","1681862400"
"00z.igmxw.com","1681862400"
"01.mdwyi.com","1681862400"
"01.tpgnn.com","1681862400"
"01001100.ddns.net","1681862400"
"0101010011.duckdns.org","1681862400"
"01012.ddns.net","1681862400"
"0101sv.ddns.net","1681862400"
"01020304.ddns.net","1681862400"
"010203m05.ddns.net","1681862400"
"01026733634.ddns.net","1681862400"
"01064559141.ddns.net","1681862400"
"011965.com","1681862400"
"0120301201.ddns.net","1681862400"
"016.gmwzt.com","1681862400"
"018seo.com","1681862400"
"01mts.ddns.net","1681862400"
"01so.pqgyx.com","1681862400"
"02.zexrb.com","1681862400"
"020.xbvmv.com","1681862400"
"022802bcfcb3dbcd1a224f29537f6ac0.host","1681862400"
"0243hfdnsafnz03y41b325red.81b3odf0d.fun","1681862400"
"024labs.com","1681862400"
"025ad916.cyou","1681862400"
"025ad916.icu","1681862400"
"025ad916.shop","1681862400"
"026.mba","1681862400"
"02p5.qxywa.com","1681862400"
"03.qaprm.com","1681862400"
"03.zexrb.com","1681862400"
"031.igmxw.com","1681862400"
"033040.com","1681862400"
"0365-microsoft.com","1681862400"
"0372949.kro.kr","1681862400"
"0396pp.com","1681862400"
"03d5e3f0.top","1681862400"
"03wm.xurhu.com","1681862400"
"03z.xbmgd.com","1681862400"
"04130713.kro.kr","1681862400"
"044034.com","1681862400"
"04515577.com","1681862400"
"046.mba","1681862400"
"04click-bancoppel.online","1681862400"
"051.mba","1681862400"
"052e5f3f.cyou","1681862400"
"052e5f3f.icu","1681862400"
"052e5f3f.shop","1681862400"
"052h.gqnow.com","1681862400"
"054.mba","1681862400"
"055s4d5sldl.ddns.net","1681862400"
"05895.bid","1681862400"
"05bbfa3441.ddns.net","1681862400"
"060.mba","1681862400"
"060jinbo.com","1681862400"
"064.mba","1681862400"
"0666.ddns.net","1681862400"
"07.zwmdv.com","1681862400"
"073.mba","1681862400"
"074.mba","1681862400"
"0743.hopto.org","1681862400"
"0755hk.site","1681862400"
"077.mba","1681862400"
"07713659.com","1681862400"
"078.mba","1681862400"
"07actnewdocreview.servebeer.com","1681862400"
"07gj.ciuwq.com","1681862400"
"08.xbvmv.com","1681862400"
"080.mba","1681862400"
"08265.cc","1681862400"
"082y.mdwyi.com","1681862400"
"08335ff5.cyou","1681862400"
"08335ff5.icu","1681862400"
"08335ff5.shop","1681862400"
"084.mba","1681862400"
