"domain","collect","tags_str"
"00-mail.net","1624579200","['spam']"
"00001062.com","1624579200","['generic']"
"05-2021-alfabank.ru","1624579200","['phishing']"
"060610.net","1624579200","['malware']"
"09jsl8-msd9smdi-29ims.hostingerapp.com","1624579200","['malware']"
"0b1.duckdns.org","1624579200","['rat']"
"0ge66a4ha0z0vbawg8.biz","1624579200","['spam']"
"1000ys.org","1624579200","['malware']"
"1116.hopto.org","1624579200","['malware']"
"12.netlify.com","1624579200","['phishing']"
"123movies4u.biz","1624579200","['malware']"
"127-0-0-1.biz","1624579200","['malware']"
"134.red-79-158-88.dynamicip.rima-tde.net","1624579200","['malware']"
"144.red-79-145-64.dynamicip.rima-tde.net","1624579200","['malware']"
"146.red-79-158-107.dynamicip.rima-tde.net","1624579200","['malware']"
"166.ip-51-254-101.eu","1624579200","['malware']"
"175.red-83-38-12.dynamicip.rima-tde.net","1624579200","['malware']"
"19.red-83-57-211.dynamicip.rima-tde.net","1624579200","['malware']"
"1933xa.com","1624579200","['spam']"
"1correlat.date","1624579200","['spam']"
"1drivelive.com","1624579200","['malware']"
"1ttp.top","1624579200","['spam']"
"2019.delivery-yandex.com","1624579200","['malware']"
"2020.yandexpayments.ru","1624579200","['malware']"
"20210419-1305586011.cos.na-toronto.myqcloud.com","1624579200","['c2']"
"2021alfabonus.ru","1624579200","['phishing']"
"2021bonusalfa.ru","1624579200","['phishing']"
"2021spainflplayerdescargar.info","1624579200","['generic']"
"20all.zip","1624579200","['malware']"
"20c97d8c3d.info","1624579200","['malware']"
"20karwati.zip","1624579200","['malware']"
"20ssss.zip","1624579200","['malware']"
"217505.8b.io","1624579200","['generic']"
"23513a15-e131-4aad-8f3a-03ec677e4b31.id.repl.co","1624579200","['phishing']"
"24avito.ru","1624579200","['phishing']"
"250.red-88-14-206.dynamicip.rima-tde.net","1624579200","['malware']"
"270546.com","1624579200","['phishing']"
"28791.cc","1624579200","['phishing']"
"2e9c0af0ec6408209278hwcbxhw.plughas.casa","1624579200","['malware']"
"2j721ws.xyz","1624579200","['phishing']"
"2tothepollo.top","1624579200","['malware']"
"3000tl-onlinedestek.com","1624579200","['generic']"
"300box.oss-cn-beijing.aliyuncs.com","1624579200","['malware']"
"346-pembatalan.forumz.info","1624579200","['generic']"
"36.red-81-36-191.dynamicip.rima-tde.net","1624579200","['malware']"
"3dskrivare.design","1624579200","['malware']"
"407136.cloud4box.ru","1624579200","['malware']"
"41ku.cn","1624579200","['malware']"
"42.red-83-57-211.dynamicip.rima-tde.net","1624579200","['malware']"
"421harryshgsjh.us","1624579200","['spam']"
"43232432323.000webhostapp.com","1624579200","['phishing']"
"457467.com","1624579200","['malware']"
"47.red-83-34-21.dynamicip.rima-tde.net","1624579200","['malware']"
"47190562363616666829928951178859291162299116229.eu-gb.cf.appdomain.cloud","1624579200","['phishing']"
"4860p.com","1624579200","['generic']"
"4allgod.com","1624579200","['malware']"
"4gbr4qm7n0qftuk.cabinlifecustoms.com","1624579200","['malware']"
"4t3u53whfm03pe17vy.com","1624579200","['spam']"
"50557932-f865-4743-8963-5b4a54fd9426.id.repl.co","1624579200","['phishing']"
"50x100.io","1624579200","['phishing']"
"5419860.000webhostapp.com","1624579200","['phishing']"
"5678.56879.repl.co","1624579200","['phishing']"
"5afh.com","1624579200","['malware']"
"5amp.top","1624579200","['phishing']"
"5yueapk-2.top","1624579200","['c2']"
"61.blastnotificationx.com","1624579200","['phishing']"
"6525625662.hyperphp.com","1624579200","['generic']"
"67.red-79-154-136.dynamicip.rima-tde.net","1624579200","['malware']"
"678-412-4961.bitdroplet.com","1624579200","['phishing']"
"6d7cd743-f8b9-4146-9ef2-6517f0b26e51.id.repl.co","1624579200","['phishing']"
"6eafa71c-1e50-428c-85c6-cde631d75d63.id.repl.co","1624579200","['phishing']"
"6kf.me","1624579200","['malware']"
"6luh9bgjf6m2ph91tx.com","1624579200","['spam']"
"72sokg1ggmffyu4b4e.com","1624579200","['spam']"
